time_identifier,time_period,geographic_level,country_code,country_name,school_type,percentage_band,percentage,enrolments_overall,enrolments_overall_percent,enrolments_authorised,enrolments_authorised_percent,enrolments_unauthorised,enrolments_unauthorised_percent
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,77.00 - 77.99,65,0,30,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,78.00 - 78.99,85,0,25,0,30,0
six half terms,201213,national,E92000001,England,State-funded primary,70.00-79.99,79.00 - 79.99,45,0,15,0,20,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,80.00 - 80.99,75,0,35,0,35,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,81.00 - 81.99,55,0,20,0,20,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,82.00 - 82.99,40,0,15,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,83.00 - 83.99,65,0,35,0,30,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,84.00 - 84.99,55,0,25,0,20,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,85.00 - 85.99,75,0,35,0,40,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,86.00 - 86.99,55,0,20,0,30,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,87.00 - 87.99,60,0,25,0,20,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,88.00 - 88.99,55,0,25,0,20,0
six half terms,201213,national,E92000001,England,State-funded primary,80.00-89.99,89.00 - 89.99,30,0,15,0,10,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,90.00 - 90.99,55,0,25,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,91.00 - 91.99,50,0,20,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,92.00 - 92.99,50,0,15,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,93.00 - 93.99,45,0,20,0,20,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,94.00 - 94.99,35,0,15,0,15,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,95.00 - 95.99,50,0,20,0,25,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,96.00 - 96.99,40,0,15,0,15,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,97.00 - 97.99,40,0,20,0,15,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,98.00 - 98.99,30,0,15,0,15,0
six half terms,201213,national,E92000001,England,State-funded primary,90+,99.00+,4930,0.1,1685,0,3030,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,Total,Total,2851425,100,2851425,100,2851425,100
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,0,180755,6.3,232300,8.1,1760840,61.8
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,0.01 - 0.99,257240,9,305765,10.7,419645,14.7
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,1.00 - 1.99,381770,13.4,438485,15.4,219060,7.7
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,2.00 - 2.99,336830,11.8,372925,13.1,118460,4.2
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,3.00 - 3.99,282505,9.9,302795,10.6,75480,2.6
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,4.00 - 4.99,223045,7.8,233165,8.2,47005,1.6
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,5.00 - 5.99,210940,7.4,211790,7.4,39070,1.4
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,6.00 - 6.99,170450,6,165545,5.8,27580,1
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,7.00 - 7.99,137405,4.8,127680,4.5,20310,0.7
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,8.00 - 8.99,111610,3.9,99005,3.5,15800,0.6
six half terms,201213,national,E92000001,England,State-funded secondary,0.00-9.99,9.00 - 9.99,87505,3.1,73765,2.6,12240,0.4
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,10.00 - 10.99,78045,2.7,62300,2.2,10955,0.4
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,11.00 - 11.99,60335,2.1,45540,1.6,8485,0.3
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,12.00 - 12.99,48855,1.7,34520,1.2,7360,0.3
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,13.00 - 13.99,37880,1.3,25425,0.9,6040,0.2
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,14.00 - 14.99,32000,1.1,20085,0.7,5215,0.2
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,15.00 - 15.99,25515,0.9,15720,0.6,4585,0.2
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,16.00 - 16.99,20940,0.7,12370,0.4,4000,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,17.00 - 17.99,17265,0.6,9740,0.3,3490,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,18.00 - 18.99,14335,0.5,7855,0.3,2950,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,10.00-19.99,19.00 - 19.99,11975,0.4,6015,0.2,2655,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,20.00 - 20.99,10970,0.4,5455,0.2,2570,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,21.00 - 21.99,9300,0.3,4515,0.2,2240,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,22.00 - 22.99,7805,0.3,3755,0.1,2035,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,23.00 - 23.99,7060,0.2,3300,0.1,1820,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,24.00 - 24.99,5740,0.2,2455,0.1,1510,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,25.00 - 25.99,6190,0.2,2715,0.1,1750,0.1
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,26.00 - 26.99,4920,0.2,2015,0.1,1355,0
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,27.00 - 27.99,4305,0.2,1780,0.1,1350,0
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,28.00 - 28.99,4170,0.1,1595,0.1,1235,0
six half terms,201213,national,E92000001,England,State-funded secondary,20.00-29.99,29.00 - 29.99,3560,0.1,1295,0,1045,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,30.00 - 30.99,3380,0.1,1365,0,1145,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,31.00 - 31.99,2985,0.1,1155,0,950,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,32.00 - 32.99,2765,0.1,1080,0,915,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,33.00 - 33.99,2785,0.1,1015,0,920,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,34.00 - 34.99,2315,0.1,880,0,735,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,35.00 - 35.99,2360,0.1,920,0,715,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,36.00 - 36.99,2110,0.1,830,0,735,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,37.00 - 37.99,2075,0.1,755,0,705,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,38.00 - 38.99,1845,0.1,660,0,615,0
six half terms,201213,national,E92000001,England,State-funded secondary,30.00-39.99,39.00 - 39.99,1555,0.1,485,0,525,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,40.00 - 40.99,1695,0.1,635,0,585,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,41.00 - 41.99,1430,0.1,490,0,515,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,42.00 - 42.99,1445,0.1,470,0,515,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,43.00 - 43.99,1340,0,395,0,525,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,44.00 - 44.99,1190,0,360,0,460,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,45.00 - 45.99,1095,0,355,0,465,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,46.00 - 46.99,1125,0,310,0,405,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,47.00 - 47.99,1015,0,315,0,440,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,48.00 - 48.99,940,0,290,0,370,0
six half terms,201213,national,E92000001,England,State-funded secondary,40.00-49.99,49.00 - 49.99,705,0,210,0,260,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,50.00 - 50.99,1320,0,470,0,535,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,51.00 - 51.99,805,0,240,0,310,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,52.00 - 52.99,790,0,240,0,310,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,53.00 - 53.99,740,0,225,0,285,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,54.00 - 54.99,685,0,180,0,265,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,55.00 - 55.99,705,0,205,0,305,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,56.00 - 56.99,655,0,185,0,270,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,57.00 - 57.99,605,0,195,0,270,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,58.00 - 58.99,635,0,130,0,260,0
six half terms,201213,national,E92000001,England,State-funded secondary,50.00-59.99,59.00 - 59.99,525,0,140,0,230,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,60.00 - 60.99,615,0,170,0,245,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,61.00 - 61.99,585,0,145,0,230,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,62.00 - 62.99,575,0,145,0,235,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,63.00 - 63.99,475,0,110,0,220,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,64.00 - 64.99,440,0,115,0,210,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,65.00 - 65.99,435,0,85,0,175,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,66.00 - 66.99,520,0,140,0,240,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,67.00 - 67.99,420,0,100,0,185,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,68.00 - 68.99,385,0,95,0,160,0
six half terms,201213,national,E92000001,England,State-funded secondary,60.00-69.99,69.00 - 69.99,365,0,80,0,150,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,70.00 - 70.99,400,0,95,0,155,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,71.00 - 71.99,370,0,85,0,170,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,72.00 - 72.99,375,0,90,0,140,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,73.00 - 73.99,350,0,85,0,140,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,74.00 - 74.99,275,0,60,0,120,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,75.00 - 75.99,395,0,105,0,170,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,76.00 - 76.99,330,0,75,0,110,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,77.00 - 77.99,300,0,65,0,140,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,78.00 - 78.99,255,0,55,0,165,0
six half terms,201213,national,E92000001,England,State-funded secondary,70.00-79.99,79.00 - 79.99,240,0,40,0,105,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,80.00 - 80.99,320,0,75,0,170,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,81.00 - 81.99,250,0,45,0,125,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,82.00 - 82.99,245,0,55,0,105,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,83.00 - 83.99,260,0,65,0,130,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,84.00 - 84.99,240,0,40,0,100,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,85.00 - 85.99,220,0,40,0,110,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,86.00 - 86.99,245,0,50,0,115,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,87.00 - 87.99,230,0,45,0,115,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,88.00 - 88.99,230,0,55,0,110,0
six half terms,201213,national,E92000001,England,State-funded secondary,80.00-89.99,89.00 - 89.99,150,0,35,0,95,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,90.00 - 90.99,250,0,50,0,105,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,91.00 - 91.99,195,0,45,0,95,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,92.00 - 92.99,230,0,50,0,110,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,93.00 - 93.99,175,0,25,0,95,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,94.00 - 94.99,185,0,40,0,100,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,95.00 - 95.99,210,0,35,0,105,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,96.00 - 96.99,210,0,50,0,110,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,97.00 - 97.99,215,0,45,0,110,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,98.00 - 98.99,215,0,40,0,115,0
six half terms,201213,national,E92000001,England,State-funded secondary,90+,99.00+,4225,0.1,1715,0.1,2145,0.1
six half terms,201213,national,E92000001,England,Special,Total,Total,79855,100,79855,100,79855,100
six half terms,201213,national,E92000001,England,Special,0.00-9.99,0,3420,4.3,4235,5.3,53420,66.9
six half terms,201213,national,E92000001,England,Special,0.00-9.99,0.01 - 0.99,4575,5.7,5235,6.6,9565,12
six half terms,201213,national,E92000001,England,Special,0.00-9.99,1.00 - 1.99,7920,9.9,8825,11.1,5085,6.4
six half terms,201213,national,E92000001,England,Special,0.00-9.99,2.00 - 2.99,7760,9.7,8425,10.6,2420,3
six half terms,201213,national,E92000001,England,Special,0.00-9.99,3.00 - 3.99,6775,8.5,7335,9.2,1510,1.9
six half terms,201213,national,E92000001,England,Special,0.00-9.99,4.00 - 4.99,5740,7.2,6050,7.6,1020,1.3
six half terms,201213,national,E92000001,England,Special,0.00-9.99,5.00 - 5.99,5455,6.8,5735,7.2,840,1.1
six half terms,201213,national,E92000001,England,Special,0.00-9.99,6.00 - 6.99,4760,6,5040,6.3,610,0.8
six half terms,201213,national,E92000001,England,Special,0.00-9.99,7.00 - 7.99,3910,4.9,3980,5,500,0.6
six half terms,201213,national,E92000001,England,Special,0.00-9.99,8.00 - 8.99,3325,4.2,3435,4.3,430,0.5
six half terms,201213,national,E92000001,England,Special,0.00-9.99,9.00 - 9.99,2725,3.4,2715,3.4,350,0.4
six half terms,201213,national,E92000001,England,Special,10.00-19.99,10.00 - 10.99,2500,3.1,2465,3.1,300,0.4
six half terms,201213,national,E92000001,England,Special,10.00-19.99,11.00 - 11.99,2130,2.7,2005,2.5,265,0.3
six half terms,201213,national,E92000001,England,Special,10.00-19.99,12.00 - 12.99,1825,2.3,1780,2.2,220,0.3
six half terms,201213,national,E92000001,England,Special,10.00-19.99,13.00 - 13.99,1565,2,1435,1.8,190,0.2
six half terms,201213,national,E92000001,England,Special,10.00-19.99,14.00 - 14.99,1285,1.6,1190,1.5,175,0.2
six half terms,201213,national,E92000001,England,Special,10.00-19.99,15.00 - 15.99,1210,1.5,1065,1.3,130,0.2
six half terms,201213,national,E92000001,England,Special,10.00-19.99,16.00 - 16.99,1030,1.3,935,1.2,145,0.2
six half terms,201213,national,E92000001,England,Special,10.00-19.99,17.00 - 17.99,855,1.1,765,1,140,0.2
six half terms,201213,national,E92000001,England,Special,10.00-19.99,18.00 - 18.99,765,1,650,0.8,125,0.2
six half terms,201213,national,E92000001,England,Special,10.00-19.99,19.00 - 19.99,695,0.9,540,0.7,115,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,20.00 - 20.99,675,0.8,515,0.6,120,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,21.00 - 21.99,515,0.6,430,0.5,90,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,22.00 - 22.99,485,0.6,395,0.5,95,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,23.00 - 23.99,485,0.6,355,0.4,80,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,24.00 - 24.99,390,0.5,290,0.4,75,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,25.00 - 25.99,420,0.5,295,0.4,80,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,26.00 - 26.99,325,0.4,250,0.3,80,0.1
six half terms,201213,national,E92000001,England,Special,20.00-29.99,27.00 - 27.99,315,0.4,195,0.2,70,0.1
