time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa10_exact,enrolments_pa10_exact_percent,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201314,local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Pupil Referral Unit,3,218,38152,5735,2461,3274,15,6.5,8.6,92,42.2,490,100,16,0,0,0,.,193,755,1554,8,256,1600,475,2339,3893
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Pupil Referral Unit,4,953,196454,76536,52249,24287,39,26.6,12.4,769,80.7,6675,882,223,842,4,177,.,2499,40947,52249,179,2691,16480,4937,24287,76536
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Pupil Referral Unit,3,72,12961,2955,1437,1518,22.8,11.1,11.7,48,66.7,510,109,0,0,118,54,.,148,498,1437,0,5,1513,0,1518,2955
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Pupil Referral Unit,2,249,38987,19283,16656,2627,49.5,42.7,6.7,224,90,2062,535,0,71,0,16,.,186,13786,16656,27,951,1648,1,2627,19283
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Pupil Referral Unit,3,358,68550,27008,18582,8426,39.4,27.1,12.3,258,72.1,3881,602,19,10,26,75,.,598,13371,18582,63,28,8311,24,8426,27008
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Pupil Referral Unit,4,132,34694,4499,2818,1681,13,8.1,4.8,62,47,1836,207,0,1,0,31,.,170,573,2818,22,142,1515,2,1681,4499
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Pupil Referral Unit,2,160,37585,17392,4945,12447,46.3,13.2,33.1,130,81.3,634,180,14,262,6,8,.,688,3153,4945,24,81,12338,4,12447,17392
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Pupil Referral Unit,4,270,66028,20390,13854,6536,30.9,21,9.9,194,71.9,2957,800,1,0,56,160,.,1373,8507,13854,87,1,6144,304,6536,20390
six half terms,201314,local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Pupil Referral Unit,1,132,33294,8477,3075,5402,25.5,9.2,16.2,88,66.7,863,189,0,0,0,8,.,212,1803,3075,102,31,4987,282,5402,8477
six half terms,201314,local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Pupil Referral Unit,4,336,51168,11067,3987,7080,21.6,7.8,13.8,217,64.6,1661,281,2,0,0,56,.,885,896,3781,84,1203,4624,911,6822,10603
six half terms,201314,local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Pupil Referral Unit,2,257,46118,18757,9222,9535,40.7,20,20.7,198,77,1995,300,0,13,0,2,.,353,6559,9222,117,0,9323,95,9535,18757
six half terms,201314,local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Pupil Referral Unit,2,196,44098,13995,5008,8987,31.7,11.4,20.4,137,69.9,1549,444,0,0,0,82,.,253,2680,5008,0,123,8862,2,8987,13995
six half terms,201314,local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Pupil Referral Unit,1,86,22370,8503,1945,6558,38,8.7,29.3,74,86,830,72,0,0,0,0,.,493,550,1945,52,109,6391,6,6558,8503
six half terms,201314,local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Pupil Referral Unit,4,187,39619,9608,6697,2911,24.3,16.9,7.3,107,57.2,2122,266,10,705,0,102,.,106,3386,6697,0,0,2884,27,2911,9608
six half terms,201314,local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Pupil Referral Unit,4,164,23729,4858,2677,2181,20.5,11.3,9.2,106,64.6,1185,159,13,19,0,0,.,208,465,2049,50,133,1532,2,1717,3766
six half terms,201314,local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Pupil Referral Unit,3,544,126316,45866,23394,22472,36.3,18.5,17.8,449,82.5,4715,806,32,89,0,34,.,3784,13934,23394,78,3348,19045,1,22472,45866
six half terms,201314,local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Pupil Referral Unit,1,120,22367,6537,3917,2620,29.2,17.5,11.7,73,60.8,280,70,37,0,0,0,.,0,713,1100,70,0,846,3,919,2019
six half terms,201314,local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Pupil Referral Unit,1,140,27036,10828,4155,6673,40.1,15.4,24.7,109,77.9,998,285,14,0,0,1,.,650,2207,4155,88,810,5773,2,6673,10828
six half terms,201314,local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Pupil Referral Unit,4,242,47210,13367,8840,4527,28.3,18.7,9.6,143,59.1,2352,377,4,5,0,38,.,279,5785,8840,54,108,4365,0,4527,13367
six half terms,201314,local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Pupil Referral Unit,3,165,38801,17168,9204,7964,44.2,23.7,20.5,156,94.5,2244,970,0,527,0,16,.,187,5260,9204,62,856,7036,10,7964,17168
six half terms,201314,local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Pupil Referral Unit,1,183,43866,16053,6491,9562,36.6,14.8,21.8,155,84.7,1571,223,16,96,0,20,.,906,3659,6491,19,78,9048,417,9562,16053
six half terms,201314,local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Pupil Referral Unit,2,130,19369,10876,8168,2708,56.2,42.2,14,116,89.2,867,161,3,34,0,87,.,140,6876,8168,0,18,2690,0,2708,10876
six half terms,201314,local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Pupil Referral Unit,1,186,37172,10009,5050,4959,26.9,13.6,13.3,112,60.2,1351,296,0,57,2,0,.,950,2394,5050,0,202,4753,4,4959,10009
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Pupil Referral Unit,1,145,29455,5300,2806,2494,18,9.5,8.5,74,51,938,257,0,2,0,18,.,0,1591,2806,55,0,2435,4,2494,5300
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Pupil Referral Unit,3,135,25430,4471,3580,891,17.6,14.1,3.5,70,51.9,1139,284,0,2,0,43,.,194,1918,3580,0,54,836,1,891,4471
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Pupil Referral Unit,2,192,25908,8274,3939,4335,31.9,15.2,16.7,146,76,1214,316,0,2,7,62,.,389,1949,3939,51,0,4284,0,4335,8274
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Pupil Referral Unit,1,357,45733,21680,9874,11806,47.4,21.6,25.8,296,82.9,2665,210,33,10,40,4,.,425,6487,9874,74,115,11106,511,11806,21680
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Pupil Referral Unit,4,508,104039,31100,8366,22734,29.9,8,21.9,312,61.4,3172,513,81,2,18,86,.,756,3738,8366,134,85,14549,7966,22734,31100
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Pupil Referral Unit,1,103,23777,6835,2175,4660,28.7,9.1,19.6,71,68.9,1498,189,0,0,9,18,.,157,304,2175,0,0,4660,0,4660,6835
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Pupil Referral Unit,3,197,24653,4271,2654,1617,17.3,10.8,6.6,107,54.3,1152,237,12,0,0,36,.,302,915,2654,16,7,1538,56,1617,4271
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Pupil Referral Unit,3,158,28735,7296,3207,4089,25.4,11.2,14.2,99,62.7,1445,214,0,33,0,10,.,540,965,3207,14,365,3706,4,4089,7296
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Pupil Referral Unit,3,115,28317,11150,3788,7362,39.4,13.4,26,98,85.2,1406,225,0,7,0,10,.,398,1742,3788,97,49,6971,245,7362,11150
six half terms,201314,local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Pupil Referral Unit,1,138,30524,17761,14428,3333,58.2,47.3,10.9,129,93.5,1985,217,0,32,0,87,.,500,11607,14428,0,125,3195,13,3333,17761
six half terms,201314,local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Pupil Referral Unit,1,252,63898,11622,4331,7291,18.2,6.8,11.4,132,52.4,1306,200,0,22,0,76,.,248,2479,4331,0,221,6972,98,7291,11622
six half terms,201314,local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Pupil Referral Unit,1,133,27493,5560,4001,1559,20.2,14.6,5.7,79,59.4,1659,517,0,0,0,9,.,253,1563,4001,0,0,1559,0,1559,5560
six half terms,201314,local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Pupil Referral Unit,1,56,10313,2828,1047,1781,27.4,10.2,17.3,36,64.3,455,56,2,0,0,4,.,55,475,1047,0,0,1776,5,1781,2828
six half terms,201314,local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Pupil Referral Unit,4,218,47755,14190,11339,2851,29.7,23.7,6,154,70.6,3867,395,0,221,0,164,.,461,6231,11339,32,0,2806,13,2851,14190
six half terms,201314,local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Pupil Referral Unit,4,711,80941,44918,41518,3400,55.5,51.3,4.2,675,94.9,4096,546,6,28,0,137,.,315,36390,41518,73,2,3303,22,3400,44918
six half terms,201314,local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Pupil Referral Unit,1,189,48251,20966,16234,4732,43.5,33.6,9.8,165,87.3,1922,234,2,20,0,14,.,609,13433,16234,48,22,4658,4,4732,20966
six half terms,201314,local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Pupil Referral Unit,1,148,23423,11193,10107,1086,47.8,43.1,4.6,106,71.6,1058,146,0,47,0,30,.,203,8623,10107,71,16,989,10,1086,11193
six half terms,201314,local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Pupil Referral Unit,1,41,5633,1495,455,1040,26.5,8.1,18.5,34,82.9,254,71,0,0,0,2,.,8,120,455,40,0,999,1,1040,1495
six half terms,201314,local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Pupil Referral Unit,3,272,47545,10973,5988,4985,23.1,12.6,10.5,155,57,1257,525,2,39,0,4,.,212,3949,5988,130,10,4639,206,4985,10973
six half terms,201314,local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Pupil Referral Unit,1,119,27019,3508,1452,2056,13,5.4,7.6,50,42,839,152,0,40,0,50,.,22,349,1452,10,0,2038,8,2056,3508
six half terms,201314,local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Pupil Referral Unit,1,115,24426,6591,3292,3299,27,13.5,13.5,77,67,1063,115,0,0,0,2,.,290,1822,3292,66,19,3210,4,3299,6591
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Pupil Referral Unit,5,391,70246,23467,11490,11977,33.4,16.4,17.1,245,62.7,2731,573,0,63,20,62,.,62,7979,11490,46,60,11865,6,11977,23467
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Pupil Referral Unit,2,57,9026,1232,662,570,13.6,7.3,6.3,26,45.6,365,74,0,0,0,0,.,154,69,662,0,0,570,0,570,1232
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Pupil Referral Unit,2,115,26195,5522,2975,2547,21.1,11.4,9.7,82,71.3,1161,202,0,4,0,18,.,551,1039,2975,36,482,2029,0,2547,5522
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Pupil Referral Unit,2,59,10280,1709,1157,552,16.6,11.3,5.4,34,57.6,386,75,0,51,0,16,.,75,538,1141,0,68,468,16,552,1693
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Pupil Referral Unit,5,320,33112,10296,6123,4173,31.1,18.5,12.6,215,67.2,1729,212,0,112,0,16,.,325,3729,6123,33,102,4036,2,4173,10296
six half terms,201314,local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Pupil Referral Unit,1,215,42035,10145,4003,6142,24.1,9.5,14.6,143,66.5,1728,740,0,33,4,145,.,358,995,4003,36,11,6071,24,6142,10145
six half terms,201314,local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Pupil Referral Unit,1,57,10806,3937,3537,400,36.4,32.7,3.7,39,68.4,196,28,0,3,0,0,.,46,166,439,0,16,210,0,226,665
six half terms,201314,local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Pupil Referral Unit,1,122,14678,2418,1165,1253,16.5,7.9,8.5,55,45.1,423,54,0,8,0,4,.,185,491,1165,0,0,1130,123,1253,2418
six half terms,201314,local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Pupil Referral Unit,1,117,22949,7998,5357,2641,34.9,23.3,11.5,99,84.6,1273,83,0,516,296,0,.,881,2308,5357,28,79,2506,28,2641,7998
six half terms,201314,local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Pupil Referral Unit,3,493,50758,11591,6389,5202,22.8,12.6,10.2,271,55,1974,185,3,298,34,82,.,303,3510,6389,49,6,5138,9,5202,11591
six half terms,201314,local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Pupil Referral Unit,2,231,46446,15337,7862,7475,33,16.9,16.1,181,78.4,2950,277,1,1357,0,90,.,1726,1461,7862,34,1082,6307,52,7475,15337
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Pupil Referral Unit,3,324,55743,15099,5228,9871,27.1,9.4,17.7,219,67.6,2282,443,0,45,0,37,.,1178,1243,5228,72,260,9527,12,9871,15099
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Pupil Referral Unit,3,401,59968,10470,3695,6775,17.5,6.2,11.3,219,54.6,1993,274,15,15,0,72,.,571,754,3694,12,39,6648,76,6775,10469
six half terms,201314,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Pupil Referral Unit,5,374,55190,10839,3698,7141,19.6,6.7,12.9,245,65.5,1835,465,0,38,4,104,.,540,712,3698,27,43,7070,1,7141,10839
six half terms,201314,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Pupil Referral Unit,1,121,16550,4683,2254,2429,28.3,13.6,14.7,79,65.3,1576,281,0,0,0,18,.,10,369,2254,10,11,885,1523,2429,4683
six half terms,201314,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Pupil Referral Unit,1,158,37262,8459,2585,5874,22.7,6.9,15.8,103,65.2,1343,268,0,1,0,0,.,549,424,2585,60,39,5770,5,5874,8459
six half terms,201314,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Pupil Referral Unit,1,54,10976,3125,1127,1998,28.5,10.3,18.2,41,75.9,311,109,0,0,0,0,.,35,139,594,5,86,771,0,862,1456
six half terms,201314,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Pupil Referral Unit,1,187,27210,10140,3233,6907,37.3,11.9,25.4,142,75.9,1490,304,2,121,0,34,.,186,1096,3233,16,558,6318,15,6907,10140
six half terms,201314,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Pupil Referral Unit,2,108,26119,8522,2593,5929,32.6,9.9,22.7,81,75,1343,188,10,3,1,42,.,202,804,2593,65,262,5182,420,5929,8522
six half terms,201314,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Pupil Referral Unit,7,839,165295,77548,56014,21534,46.9,33.9,13,715,85.2,7125,1976,1,1484,445,190,.,1930,42863,56014,304,257,20714,259,21534,77548
six half terms,201314,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Pupil Referral Unit,2,501,45599,20773,15184,5589,45.6,33.3,12.3,250,49.9,1267,572,0,0,0,0,.,184,12711,14734,32,698,4858,1,5589,20323
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Pupil Referral Unit,1,50,9735,1365,1072,293,14,11,3,16,32,252,91,0,0,0,40,.,4,685,1072,30,20,242,1,293,1365
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Pupil Referral Unit,2,273,35057,7730,1874,5856,22,5.3,16.7,152,55.7,780,134,12,0,2,31,.,138,777,1874,42,128,5661,25,5856,7730
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Pupil Referral Unit,6,440,96545,41973,29800,12173,43.5,30.9,12.6,366,83.2,4043,641,12,211,1,212,.,588,24092,29800,94,696,11372,11,12173,41973
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Pupil Referral Unit,2,120,19212,3626,1628,1998,18.9,8.5,10.4,68,56.7,933,163,2,0,0,102,.,11,417,1628,10,15,1973,0,1998,3626
six half terms,201314,local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Pupil Referral Unit,1,260,49987,13996,6671,7325,28,13.3,14.7,159,61.2,2687,404,0,49,0,89,.,780,2662,6671,0,833,6312,180,7325,13996
six half terms,201314,local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Pupil Referral Unit,1,65,13597,6191,3709,2482,45.5,27.3,18.3,61,93.8,480,107,0,119,0,0,.,500,2503,3709,52,206,2224,0,2482,6191
six half terms,201314,local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Pupil Referral Unit,2,30,5434,1787,1325,462,32.9,24.4,8.5,19,63.3,121,16,2,80,0,0,.,70,1036,1325,4,19,437,2,462,1787
six half terms,201314,local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Pupil Referral Unit,2,134,26304,6377,3719,2658,24.2,14.1,10.1,71,53,825,183,0,0,0,72,.,125,2514,3719,10,0,2640,8,2658,6377
six half terms,201314,local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Pupil Referral Unit,1,122,30489,17275,14477,2798,56.7,47.5,9.2,117,95.9,607,93,1,0,0,5,.,180,13591,14477,74,236,2488,0,2798,17275
six half terms,201314,local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Pupil Referral Unit,1,124,27799,9390,5361,4029,33.8,19.3,14.5,89,71.8,1077,94,22,749,2,47,.,136,3234,5361,4,308,3717,0,4029,9390
six half terms,201314,local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Pupil Referral Unit,2,90,15245,7753,6482,1271,50.9,42.5,8.3,77,85.6,433,136,0,132,14,12,.,92,5642,6461,23,17,1083,44,1167,7628
six half terms,201314,local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Pupil Referral Unit,1,110,26706,12134,8724,3410,45.4,32.7,12.8,100,90.9,943,142,2,224,0,20,.,724,6669,8724,48,225,3137,0,3410,12134
six half terms,201314,local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Pupil Referral Unit,1,195,42928,20945,14667,6278,48.8,34.2,14.6,177,90.8,493,164,6,0,0,4,.,1230,12138,14035,110,1709,4459,0,6278,20313
six half terms,201314,local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Pupil Referral Unit,1,44,10664,4734,1566,3168,44.4,14.7,29.7,38,86.4,529,68,0,0,0,0,.,158,811,1566,47,482,2636,3,3168,4734
six half terms,201314,local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Pupil Referral Unit,1,70,14962,3538,1849,1689,23.6,12.4,11.3,47,67.1,822,258,0,8,0,0,.,136,625,1849,48,7,1633,1,1689,3538
six half terms,201314,local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Pupil Referral Unit,3,341,50464,12311,7649,4662,24.4,15.2,9.2,208,61,2455,395,0,0,19,95,.,532,4153,7649,10,675,3958,19,4662,12311
six half terms,201314,local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Pupil Referral Unit,1,376,67824,14810,5250,9560,21.8,7.7,14.1,178,47.3,3189,376,2,3,12,20,.,903,745,5250,90,94,9373,3,9560,14810
six half terms,201314,local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Pupil Referral Unit,1,73,16496,6076,2943,3133,36.8,17.8,19,65,89,1221,175,0,115,0,6,.,19,1407,2943,12,259,2862,0,3133,6076
six half terms,201314,local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Pupil Referral Unit,6,883,166794,55748,39717,16031,33.4,23.8,9.6,639,72.4,7510,1056,18,225,12,163,.,767,29966,39717,321,483,15200,27,16031,55748
six half terms,201314,local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Pupil Referral Unit,2,133,28554,8739,4250,4489,30.6,14.9,15.7,96,72.2,504,149,0,2,0,0,.,156,2903,3714,16,27,3892,0,3935,7649
six half terms,201314,local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Pupil Referral Unit,1,141,36979,15832,8457,7375,42.8,22.9,19.9,118,83.7,1382,242,0,0,0,0,.,979,5854,8457,86,278,6926,85,7375,15832
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Pupil Referral Unit,3,100,17923,4988,2678,2310,27.8,14.9,12.9,74,74,849,284,0,38,0,62,.,217,1228,2678,8,20,2280,2,2310,4988
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Pupil Referral Unit,6,285,44090,9386,3979,5407,21.3,9,12.3,184,64.6,1430,257,2,0,4,134,.,760,1392,3979,110,105,5158,34,5407,9386
six half terms,201314,local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Pupil Referral Unit,16,1116,226862,95409,64706,30703,42.1,28.5,13.5,907,81.3,10216,1900,0,137,71,157,.,1055,51170,64706,59,1507,29118,19,30703,95409
six half terms,201314,local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Pupil Referral Unit,2,138,43160,8087,2796,5291,18.7,6.5,12.3,89,64.5,1499,188,0,0,0,0,.,827,282,2796,32,208,5047,4,5291,8087
six half terms,201314,local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Pupil Referral Unit,10,957,204741,59332,32383,26949,29,15.8,13.2,667,69.7,8903,1693,79,312,12,295,.,2190,18899,32383,172,205,26562,10,26949,59332
six half terms,201314,local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Pupil Referral Unit,3,400,72939,26934,11332,15602,36.9,15.5,21.4,271,67.8,3287,1013,84,7,39,186,.,216,3483,8315,6,4,14631,184,14825,23140
six half terms,201314,local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Pupil Referral Unit,1,309,77921,36488,23360,13128,46.8,30,16.8,273,88.3,3668,389,0,2,0,52,.,825,18424,23360,92,486,12550,0,13128,36488
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Pupil Referral Unit,3,125,25125,6824,3797,3027,27.2,15.1,12,90,72,1266,203,0,10,120,36,.,2,2160,3797,30,3,2991,3,3027,6824
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Pupil Referral Unit,5,1047,74117,30771,20740,10031,41.5,28,13.5,881,84.1,2937,459,6,69,0,39,.,881,16349,20740,206,47,9770,8,10031,30771
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Pupil Referral Unit,1,158,29729,3688,2309,1379,12.4,7.8,4.6,58,36.7,1506,295,0,36,0,45,.,0,427,2309,33,0,1346,0,1379,3688
six half terms,201314,local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Pupil Referral Unit,2,65,14315,5208,2487,2721,36.4,17.4,19,38,58.5,478,41,0,0,0,18,.,201,1749,2487,5,173,2519,24,2721,5208
six half terms,201314,local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Pupil Referral Unit,1,64,15056,7486,3644,3842,49.7,24.2,25.5,60,93.8,516,162,0,6,0,16,.,219,2725,3644,28,374,3440,0,3842,7486
six half terms,201314,local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Pupil Referral Unit,2,118,12476,3820,2582,1238,30.6,20.7,9.9,84,71.2,991,83,0,48,0,26,.,68,1366,2582,0,96,1138,4,1238,3820
six half terms,201314,local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Pupil Referral Unit,7,432,82297,12326,6994,5332,15,8.5,6.5,226,52.3,2868,575,0,39,0,153,.,753,2606,6994,1,67,5179,85,5332,12326
six half terms,201314,local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Pupil Referral Unit,2,117,16377,4554,2817,1737,27.8,17.2,10.6,79,67.5,835,174,0,10,0,64,.,344,1390,2817,0,37,1685,15,1737,4554
six half terms,201314,local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Pupil Referral Unit,5,719,94545,32781,23442,9339,34.7,24.8,9.9,500,69.5,3905,421,0,335,0,21,.,1124,17636,23442,76,377,8883,3,9339,32781
six half terms,201314,local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Pupil Referral Unit,8,591,129100,47737,31238,16499,37,24.2,12.8,493,83.4,6488,737,2,700,82,214,.,1225,21790,31238,71,70,16277,81,16499,47737
six half terms,201314,local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Pupil Referral Unit,2,87,14129,4721,2611,2110,33.4,18.5,14.9,70,80.5,1035,84,0,0,0,9,.,142,1341,2611,18,44,2048,0,2110,4721
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Pupil Referral Unit,2,482,100176,25014,11183,13831,25,11.2,13.8,260,53.9,3338,862,0,76,0,96,.,74,6613,11059,232,153,13311,64,13760,24819
six half terms,201314,local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Pupil Referral Unit,2,407,89158,29574,16958,12616,33.2,19,14.2,329,80.8,2135,528,1,73,0,135,.,1202,12884,16958,38,103,12437,38,12616,29574
six half terms,201314,local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Pupil Referral Unit,2,389,71121,10923,10039,884,15.4,14.1,1.2,201,51.7,748,577,0,20,0,21,.,0,191,1557,0,2,327,18,347,1904
six half terms,201314,local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Pupil Referral Unit,1,27,3283,136,56,80,4.1,1.7,2.4,4,14.8,10,12,0,0,0,0,.,25,9,56,0,0,80,0,80,136
six half terms,201314,local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Pupil Referral Unit,1,107,25254,5276,2139,3137,20.9,8.5,12.4,67,62.6,908,166,0,0,0,182,.,84,799,2139,4,0,3133,0,3137,5276
six half terms,201314,local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Pupil Referral Unit,4,338,74727,32021,25773,6248,42.9,34.5,8.4,283,83.7,4636,531,2,164,38,82,.,275,20045,25773,115,254,5715,164,6248,32021
